Nom du fichier,Aire du Rectangle,Aire de l'enveloppe,Ratio
test-381.points,137535.18718280422,108629.0,1.2661000946598442,1.28857912458705
test-382.points,136817.05829976677,111578.0,1.226201027978336,1.209999764864768
test-383.points,137690.96718647043,108004.5,1.274863243535875,1.1689173700974227
test-384.points,139134.0245727279,110400.0,1.260271961709492,1.299465650683352
test-385.points,138366.13633559534,110285.5,1.2546176635695112,1.1592985436256622
test-386.points,137510.27568270473,108423.0,1.2682758794970137,1.10407829760187
test-387.points,138788.55477586066,110018.0,1.261507705792331,1.241297882164631
test-388.points,136076.52867550898,107473.5,1.2661402920302118,1.2384201791313538
test-389.points,137538.902382262,107770.0,1.2762262446159598,1.1927301917296307
test-390.points,137424.80500873612,108409.0,1.2676512559726234,1.1262848675438644
test-391.points,140374.26175280887,111235.0,1.261961268960389,1.2188120587354372
test-392.points,139475.45014480758,109844.0,1.2697593873566837,1.2607010220498547
test-393.points,134966.3778434864,105909.0,1.2743617430387069,1.3022307468755339
test-394.points,137367.38512763544,107952.5,1.272479888169662,1.2269594587149808
test-395.points,135915.35596120916,107472.5,1.264652408394791,1.1407590710269913
test-396.points,142520.14131668553,112678.5,1.2648388229936105,1.1261391661734783
test-397.points,140541.7904595186,113471.5,1.2385646656607043,1.1040265812926415
test-398.points,144071.37522935777,114495.5,1.2583147392636198,1.1652260724323225
test-399.points,141832.42158789418,110690.0,1.2813481036037055,1.1537812503556923
test-400.points,134016.38869979573,108152.5,1.2391427724721642,1.3632378129895228
test-401.points,137898.7292132897,106290.5,1.2973758634430144,1.4287505529235727
test-402.points,136432.69412462905,110553.0,1.2340930967466197,1.1161989335882285
test-403.points,134662.4920671418,107925.0,1.2477414136404152,1.149865197559573
test-404.points,137697.53878659822,108422.0,1.2700147459611353,1.185384240107888
test-405.points,142265.0711743772,112070.0,1.2694304557363898,1.1340429193049397
test-406.points,133686.59252071352,107216.5,1.2468845049102846,1.1763475204000937
test-407.points,133163.3034265953,107263.0,1.241465402110656,1.2190722564865304
test-408.points,138997.7647959642,110543.5,1.2574033280650985,1.1493089933131475
test-409.points,133624.82000501375,109374.5,1.2217182250434402,1.2080235450491044
test-410.points,138868.21510145973,109286.5,1.2706804143371755,1.1891275553099174
test-411.points,134353.50896817743,110444.5,1.21647985158317,1.1960495922457859
test-412.points,144152.49029196022,115281.0,1.2504444816748659,1.0929039376769363
test-413.points,133122.3209549071,106976.0,1.2444129613642976,1.1711744992386801
test-414.points,139157.19267986887,110603.0,1.2581683379281652,1.1418272369916889
test-415.points,131710.2563503649,102922.5,1.2797032364192953,1.405346020298111
test-416.points,137399.54615384605,110243.5,1.2463278665304172,1.2759859185620523
test-417.points,129221.50788643531,105611.5,1.223555274628571,1.17706577470224
test-418.points,138419.33959731538,111944.5,1.236499690447636,1.126406569668761
test-419.points,130684.07047321058,105532.0,1.2383359594550523,1.1571918581021678
test-420.points,130529.36790093269,105112.5,1.2418063303692015,1.2960462347208397
test-421.points,138730.56930488645,112299.5,1.235362306198037,1.1351254916941214
test-422.points,135459.20880428315,108304.0,1.2507313562221445,1.1294506924098606
test-423.points,135399.83385225,108612.0,1.246637883956193,1.1675854051674506
test-424.points,137862.94463097485,107755.0,1.27941111438889,1.1531715116613215
test-425.points,142984.32011143534,113774.0,1.2567398536698662,1.1327290606992604
test-426.points,134633.47058823527,107952.0,1.2471605027070853,1.2451387094585533
test-427.points,134479.8021675555,110909.0,1.2125238003007466,1.2488703348047205
test-428.points,136324.26614363308,109354.5,1.2466269439632853,1.291940551385074
test-429.points,132036.45050599042,104105.5,1.2682946674862559,1.1864636478622832
test-430.points,142561.99012183072,113517.5,1.2558591417343645,1.0954029457906553
test-431.points,130985.54119362104,106238.0,1.23294434377173,1.1792615631093077
test-432.points,135028.709251381,108126.5,1.2488031079465347,1.4061375281223278
test-433.points,137354.82944344697,108408.5,1.2670116221831957,1.3479555898452162
test-434.points,133887.28317097746,106976.5,1.2515578951543327,1.1438721677430823
test-435.points,135746.61639344261,110059.0,1.2333985988737188,1.1114058949401417
test-436.points,137504.6239912956,107540.5,1.278631064494731,1.3199603849079522
test-437.points,139267.6923076923,110103.0,1.2648855372486882,1.1009064866704061
test-438.points,131302.0281432139,108733.5,1.2075581871567997,1.2885586931473518
test-439.points,135684.20382165597,108640.0,1.248934129433505,1.3195493091704422
test-440.points,134999.40398740818,109056.0,1.2378906615629417,1.139618235844749
test-441.points,140038.66400000008,110822.5,1.2636302555888927,1.1844177208378808
test-442.points,135762.17650626763,106517.0,1.274558770020444,1.1954866805014024
test-443.points,137382.67633487144,108005.0,1.2720029288909906,1.1182926740396486
test-444.points,136782.6454226627,107235.5,1.2755351112519893,1.1656683420314178
test-445.points,139876.36424116394,110776.5,1.262689868710096,1.2839905810818806
test-446.points,140827.9135135135,110893.5,1.269938395970129,1.2687484120890358
test-447.points,136622.104112337,108156.0,1.2631948677127205,1.227864241926449
test-448.points,135193.28294347788,107996.5,1.2518302254561757,1.2983689619719119
test-449.points,137771.53846153844,110949.5,1.2417499714873743,1.1798663067834338
test-450.points,131553.31318900245,109013.5,1.2067616688667224,1.1391753045446977
test-451.points,136420.63925729442,109990.5,1.2402947459761926,1.1166538258899164
test-452.points,135038.55217739168,107462.0,1.2566167778134754,1.3155840710411435
test-453.points,140792.59545187544,112026.0,1.256784991447302,1.2934597754672048
test-454.points,133138.29343075215,107580.0,1.2375747669711112,1.1688945545335199
test-455.points,130283.99999999999,104019.5,1.2524959262445983,1.2264865762330388
test-456.points,139202.7283669921,110872.5,1.2555207861912745,1.112771405516833
test-457.points,136379.89084065246,110042.5,1.2393383541872682,1.2855511649063152
test-458.points,134957.70675063957,108599.5,1.2427102035519462,1.3000627035591616
test-459.points,139434.80051872754,110916.0,1.2571207086329073,1.1092414286145396
test-460.points,140800.82352941175,111113.5,1.2671801673911067,1.1309587090454245
test-461.points,137739.7580736544,111677.0,1.2333762374853767,1.161005026884096
test-462.points,133684.84782008285,107408.0,1.2446451644205538,1.2893640038049172
test-463.points,137549.28774361196,110026.0,1.2501525797867046,1.2950206861664921
test-464.points,139235.01366638325,111603.5,1.2475864436723154,1.0981814781827337
test-465.points,137369.9301722274,110474.0,1.2434593675636567,1.1952738753320398
test-466.points,140379.11032028467,112063.0,1.252680280915955,1.1820893142291817
test-467.points,135529.2823836703,108278.0,1.2516788487381583,1.2712973435900703
test-468.points,129533.41815291363,104920.5,1.2345863597000932,1.2272890931914004
test-469.points,141404.76591045968,110480.0,1.2799127978861304,1.10693529126863
test-470.points,140931.65137614665,111511.5,1.263830648642935,1.2372708313903984
test-471.points,138646.40628441374,110214.0,1.2579745430200677,1.1949467861701062
test-472.points,139661.46333469878,110063.0,1.2689229199158554,1.251829402371014
test-473.points,138343.94875164118,111045.5,1.2458312020896045,1.1505008246373285
test-474.points,130160.72924841534,105282.0,1.2363056291523276,1.303127126318703
test-475.points,130461.49075802261,108922.5,1.197746019032088,1.1539437807871749
test-476.points,144445.77358083313,113472.0,1.2729640226737269,1.2664035014666515
test-477.points,141136.98936892103,110822.0,1.2735466727628182,1.2061868543591594
test-478.points,134773.7026894865,105093.0,1.2824232126734083,1.2262089100574634
test-479.points,140115.43737895408,109319.5,1.2817058016086251,1.1715575637729962
test-480.points,142610.1778523489,114241.0,1.2483274643284712,1.1948359242531414
test-481.points,127728.91114083692,99633.5,1.2819875959475169,1.167387045346853
test-482.points,133269.6780816785,108346.5,1.2300321476160143,1.1391728424260958
test-483.points,141403.99999999994,112630.0,1.2554736748646005,1.1966082718048454
test-484.points,133089.59668084505,108774.0,1.2235423601305924,1.1897978138032677
test-485.points,130374.04791929391,105900.0,1.231105268359716,1.233861827715879
test-486.points,135105.33985330063,107597.5,1.2556550092083982,1.2709509775295387
test-487.points,139099.1305317962,109839.5,1.2663853215992078,1.1571604789421002
test-488.points,128573.632746928,107764.0,1.1931037521521843,1.1777850675573784
test-489.points,136150.00512873102,111827.0,1.2175056572091805,1.1140824095519193
test-490.points,126683.10720562389,101462.5,1.2485707252001863,1.447784803130486
test-491.points,136961.3849149242,111916.5,1.223781881267947,1.3003583167223678
test-492.points,140417.77570977915,110426.0,1.2716006711261763,1.1779742215122257
test-493.points,142123.41053266026,113497.5,1.2522162209093615,1.0931375916025692
test-494.points,131983.75027624302,103885.0,1.2704793788924582,1.152826872578106
test-495.points,126496.57439446358,106942.5,1.182846617523095,1.1565930540384595
test-496.points,135844.95598559306,108101.5,1.2566426551490317,1.1527055867184637
test-497.points,136923.24100784917,109358.5,1.252058514041882,1.1354742197568721
test-498.points,142841.73463022674,111318.5,1.2831805551658237,1.3758460556918888
test-499.points,141238.96928592186,109808.5,1.2862298390918905,1.123146007350355
test-500.points,141650.46575342465,113374.5,1.2494032234181818,1.1689620069240034
test-501.points,142351.81582139165,113439.5,1.2548699158705006,1.1824341568347136
test-502.points,133399.19450706174,107583.0,1.2399653709885552,1.1341990110976068
test-503.points,133426.31552555453,105715.0,1.2621322946181197,1.4073210004941537
test-504.points,140637.73843594003,112225.5,1.2531709677028842,1.1237982701703615
test-505.points,133770.33121019107,106169.5,1.2599694941597264,1.1247741518273078
test-506.points,139940.50474516695,110765.5,1.26339433077237,1.2233099067622126
test-507.points,138504.74166347255,110270.0,1.2560509808966405,1.3028308431680988
test-508.points,139153.3184110971,111384.5,1.2493059484138018,1.334640861997345
test-509.points,136359.04141078837,107247.0,1.2714485385212488,1.3727401001494919
test-510.points,117723.32725615308,97861.5,1.2029585409599595,1.2785603689047709
test-511.points,133576.94742792536,108821.0,1.227492372133369,1.1905169630517607
test-512.points,139985.1504105748,109578.0,1.2774932049368926,1.2556402937628695
test-513.points,136456.0010306622,107273.5,1.2720383042472019,1.1707142471859826
test-514.points,133910.9356435642,107422.5,1.2465818207876769,1.1204826761599935
test-515.points,134862.0,107546.0,1.2539936399308202,1.111800734519808
test-516.points,138512.87056420723,108533.0,1.2762281570048486,1.304918191270882
test-517.points,145713.51843817785,114032.0,1.2778300690874302,1.1060812228839667
test-518.points,139885.79856330433,109686.0,1.2753295640583513,1.149065141043151
test-519.points,137956.227758007,110226.0,1.2515761050750913,1.1804347787765996
test-520.points,132691.28994082837,108685.0,1.2208795136479584,1.180723032489772
test-521.points,141195.29424657524,111410.5,1.2673427930632681,1.1076760543936655
test-522.points,134667.0863723608,107898.5,1.2480904402967676,1.1387440451366186
test-523.points,137539.43376309425,109146.0,1.2601417712338907,1.2136274487336565
test-524.points,133700.2391086127,108760.5,1.2293087941726335,1.1732052440542933
test-525.points,135421.6099238645,109376.5,1.238123453610826,1.1335219641025711
test-526.points,137969.30020961608,109089.0,1.2647407182173829,1.15310042668546
test-527.points,135062.2274678111,107968.0,1.2509468311704497,1.1219029998707066
test-528.points,137056.2231046931,108294.0,1.2655938750502624,1.161629907020061
test-529.points,137077.29460580906,108173.0,1.267204335701229,1.3268886169986633
test-530.points,142898.7169811321,112225.5,1.273317712829367,1.1092872946654362
test-531.points,141250.15909687575,112313.0,1.257647459304584,1.1265041409298446
test-532.points,143248.5521168087,114089.5,1.2555805058029768,1.196731342622773
test-533.points,135278.61572646836,112520.5,1.202257506200811,1.2979119694314738
test-534.points,140218.68613138673,109840.0,1.2765721607008989,1.2200330217160653
test-535.points,135395.47557117755,107434.5,1.2602606757715404,1.1708832468197543
test-536.points,137221.49483667017,109910.5,1.2484839468173665,1.2573944648435607
test-537.points,136452.46153846156,108613.5,1.2563121668895816,1.1229742435742567
test-538.points,138030.97633658987,110879.0,1.2448793399705071,1.1638609682064147
test-539.points,132596.9607981884,107164.5,1.237321695134008,1.1562684044680631
test-540.points,135454.7565732333,107453.0,1.26059539122438,1.2344873836019823
test-541.points,132641.8279694495,109182.0,1.2148690074320814,1.2429380375348082
test-542.points,138919.91564087116,111402.5,1.2470089597708414,1.1238414084246309
test-543.points,136140.02244389022,108990.5,1.2490998981002035,1.1523166488466348
test-544.points,139096.93651376144,111372.5,1.24893431065803,1.125244989531326
test-545.points,136242.6045922325,108560.5,1.2549924198233473,1.2188207787321674
test-546.points,132807.37846153844,104536.5,1.2704402621241235,1.3380406650657695
test-547.points,142613.0896240116,110171.0,1.2944703199935699,1.263247139343101
test-548.points,137273.1447049313,111020.5,1.2364666408900276,1.1561477952189239
test-549.points,131407.38461538454,106692.5,1.2316459415177687,1.4137005565517387
test-550.points,140590.69230769228,110163.0,1.2762060973983305,1.2079731566616918
test-551.points,145401.96,111864.5,1.299804316829736,1.1339342182770222
test-552.points,136980.3243243243,110042.5,1.2447947322563946,1.109649314429867
test-553.points,134889.64272542435,107460.5,1.255248605072788,1.3503100773358652
test-554.points,136710.0092118731,110046.0,1.2422987588087993,1.122037340977609
test-555.points,138891.16258903677,111951.0,1.2406424470441244,1.2303563990700996
test-556.points,137084.64089456864,110896.5,1.23614939059906,1.3034900465170116
test-557.points,132716.80356633366,107235.5,1.237620037826407,1.301685722497705
test-558.points,141132.3504442251,111906.5,1.2611631178191178,1.20770892650079
test-559.points,135955.07443980238,108024.0,1.2585636010497887,1.199970852618151
test-560.points,138817.87585598303,111888.5,1.2406804618524963,1.188934766176525
test-561.points,141408.01388050694,112324.0,1.2589296488774167,1.3161192647843676
test-562.points,133902.15133773573,111995.0,1.1956082980288025,1.2215124670562885
test-563.points,138864.87321380622,110546.0,1.2561727535488052,1.1656545919983872
test-564.points,129469.20591736095,103369.5,1.252489427900502,1.1805629298475027
test-565.points,142816.8118890357,110823.0,1.288692887659021,1.26284270694222
test-566.points,140036.64015383265,110585.5,1.2663200885634431,1.1076272580376119
test-567.points,134245.66941223506,111345.5,1.2056676687628602,1.258701896895419
test-568.points,135152.33555957806,110147.5,1.227012284069798,1.1962068413233395
test-569.points,140236.67870036094,113997.0,1.2301786775122234,1.0881938533644135
test-570.points,138698.7112119594,111457.0,1.2444145384494414,1.2211945241815632
test-571.points,143073.42399270606,112121.0,1.276062682215696,1.1877964237399432
test-573.points,131963.49557522117,103997.0,1.268916368503141,1.3456443437028294
test-574.points,131059.506213398,103264.5,1.2691632285383456,1.3893432558617036
test-575.points,132946.8340248962,108302.0,1.227556591982569,1.1118606596462017
test-576.points,133437.18855384612,105154.0,1.2689692123347294,1.1832994265769452
test-577.points,136564.8782491496,108572.5,1.2578219922093494,1.1780373552446275
test-578.points,135900.78082191775,107644.0,1.2625021443082545,1.1465301517854003
test-579.points,137960.56869076134,109975.5,1.2544663919760433,1.1397794597988908
test-580.points,139068.08244520408,109521.5,1.2697788328794262,1.1931176850943417
test-581.points,137176.59003991634,106587.5,1.2869857163355585,1.15631211546578
test-582.points,138378.13868613134,108341.0,1.2772462750586697,1.2451047938353448
test-583.points,140966.27307069613,111796.5,1.2609184819801704,1.2291433223801387
test-584.points,137200.52783505147,107786.5,1.2728915758007864,1.2512809700958356
test-585.points,135434.14279918864,109981.0,1.2314321819149547,1.1208219640483348
test-586.points,136431.2677816578,106942.5,1.2757441408388415,1.2175255492575192
test-587.points,142145.17647058822,110967.0,1.2809680037361397,1.1758723358669618
test-588.points,133469.29114192532,107215.5,1.244869362563485,1.1430561692855286
test-589.points,139086.1234217331,109941.5,1.2650921028158892,1.1965734275167235
test-590.points,132288.4882018928,106623.5,1.2407066753754359,1.291139977300716
test-591.points,141435.08625817954,112859.0,1.2532016609945111,1.177161171842177
test-592.points,133583.01776103338,104093.0,1.2833045234649147,1.2813467185951282
test-593.points,135648.9461734333,106318.0,1.2758794011685068,1.1509189122207288
test-594.points,137191.42201015854,107471.0,1.2765436444264828,1.455733102386848
test-595.points,136816.8143489068,109784.5,1.2462307005898539,1.1072239068616414
test-596.points,131264.18364258963,107566.0,1.2203129580219552,1.1918046161400562
test-597.points,146556.4893739231,115587.0,1.2679322880075017,1.086599427239963
test-598.points,137563.39983004815,109022.5,1.2617890786768615,1.1490849685765967
test-599.points,135718.9046403099,110074.0,1.232978765560531,1.13420552532432
test-600.points,144549.8086250411,114029.5,1.2676527444656085,1.1216963751775162
test-601.points,134992.86306244822,111513.5,1.210551754383534,1.1982868306291918
test-602.points,145369.19832685482,114269.5,1.272160973198052,1.1862309186334659
test-603.points,138810.3659722446,109710.5,1.265242305633869,1.1432223233253485
test-604.points,141523.52941176464,111932.0,1.264370594751855,1.1313120487340753
test-605.points,135691.00630914854,108530.5,1.2502568983755584,1.14210305837386
test-606.points,142159.64735516376,113787.5,1.249343270176107,1.1309562254225467
test-607.points,133031.53013638355,106280.0,1.2517080366614937,1.1884013188299591
test-608.points,126341.89750889677,102862.0,1.2282660021086191,1.2131799010827935
test-609.points,136520.81043561516,111314.5,1.2264422913063002,1.2544685059843932
test-610.points,141417.17903930132,111001.0,1.2740171623616123,1.1570462868706284
test-611.points,131498.00569597716,107186.0,1.2268207200191925,1.1401774763872237
test-612.points,134620.0550458715,105988.0,1.2701443092224733,1.2049479500855849
test-613.points,138366.70479542448,110990.5,1.2466535856260172,1.1080945167545637
test-614.points,134943.67107492668,107219.0,1.2585798326315922,1.2994589735462272
test-615.points,128234.9643281807,107743.0,1.1901929993427016,1.1437083767285519
test-616.points,138963.55267553357,110579.5,1.2566845814597967,1.3326668037479281
test-617.points,131016.6037735849,103943.0,1.2604658685393426,1.1562727097075578
test-618.points,131188.18684654287,106504.5,1.2317619147223158,1.3001972342583907
test-619.points,131601.1925816885,105895.0,1.2427517123725247,1.1593631445255104
test-620.points,142673.52593905517,111051.5,1.284751002364265,1.2060130871080188
test-621.points,138828.48723834322,108880.5,1.2750537262259378,1.1476027763479397
test-622.points,139789.2172704043,110317.5,1.2671536000217944,1.21700896259372
test-623.points,136687.99999999997,109998.0,1.2426407752868232,1.2519990365998621
test-624.points,126510.12533232055,105254.0,1.2019507603731976,1.3337782738084614
test-625.points,138062.7140250855,109889.0,1.2563833871004877,1.1349920287442894
test-626.points,136820.97552597674,108937.0,1.2559642318585673,1.2379810652332226
test-627.points,140357.11148365462,109252.0,1.2847097671773022,1.169666835285498
test-628.points,130796.48313659357,105870.5,1.2354384189797305,1.1338232886040065
test-629.points,136062.07713404184,107165.0,1.269650325517117,1.1530001998653172
test-630.points,135791.75597343215,110326.5,1.2308172195567897,1.291458493332171
test-631.points,139027.06123893804,110326.0,1.2601477551886051,1.117891481063838
test-632.points,137706.23812089209,110347.5,1.2479325596039066,1.1500264429079783
test-633.points,134719.90761047998,110009.5,1.2246206701283069,1.1333652899309774
test-634.points,141459.61168873787,112214.0,1.2606235557839296,1.1827608698237848
test-635.points,140957.91141023632,112771.5,1.2499426841909198,1.19279212520955
test-636.points,124503.79533678756,102100.5,1.2194239532302737,1.234227797293091
test-637.points,130695.60412573663,105379.0,1.2402433513862974,1.2664605042405934
test-638.points,143211.3533789098,114758.5,1.2479367835838722,1.1799673687701766
test-639.points,140284.64286502593,110450.5,1.2701132440778986,1.1209409048987566
test-640.points,132984.0889460154,108932.5,1.220793509246693,1.2122954440174962
test-641.points,134793.36877889582,106705.5,1.2632279383808316,1.2018411266450018
test-642.points,135644.5110925945,109208.5,1.2420691712878988,1.1282444339166913
test-643.points,140639.45636085953,110883.5,1.2683533290422788,1.1079251340305725
test-644.points,131382.35488958986,103832.0,1.2653358780490587,1.2984474977615654
test-645.points,139463.28712871284,112328.0,1.2415718888319283,1.2045717284085486
test-646.points,145123.2163172805,113580.5,1.277712427021192,1.1683576423445257
test-647.points,135948.8,106272.5,1.279247218236138,1.1532080398432623
test-648.points,137005.02320819112,109764.0,1.2481781204055167,1.2417354484266663
test-649.points,138383.3842487046,109787.5,1.2604657565634028,1.123232940283367
test-650.points,139209.24116715675,109072.5,1.2763000863385066,1.2737834448465912
test-651.points,131096.279633712,106645.0,1.2292773185213746,1.134892866783906
test-652.points,134555.606557377,106235.5,1.2665785594963737,1.2107920263133392
test-653.points,137680.40576570568,110842.0,1.2421320958274453,1.145345273008911
test-654.points,136618.8383705649,108864.0,1.2549496469959296,1.1628078524648011
test-655.points,139641.0689655164,110223.5,1.2668901728353428,1.126648456351562
test-656.points,136172.84038078348,107441.0,1.2674197036585986,1.3881599856964035
test-657.points,133520.79650166506,108054.5,1.2356801105152035,1.1553466124430234
test-658.points,137993.4638109305,108134.0,1.2761339061805768,1.1258320725810962
test-659.points,137640.3003309912,110710.0,1.243250838505927,1.1191659276002384
test-660.points,136224.33584378593,109359.0,1.2456618645359405,1.1211424164351378
test-661.points,129346.7705922395,102907.0,1.2569287861101723,1.3282709452457506
test-662.points,138667.5447470817,113586.0,1.2208154591858302,1.2138819764949509
test-663.points,143523.58128978687,113531.5,1.2641740952051799,1.1077963576273608
test-664.points,138218.17071451453,111481.5,1.2398305612546883,1.2318414002245426
test-665.points,133416.78966872537,104599.5,1.2755012181580732,1.397706732238626
test-666.points,132378.2823831982,104191.0,1.2705347139695196,1.256722741782312
test-667.points,134408.1302141065,107927.0,1.2453614963272073,1.3836389264007993
test-668.points,134930.1960023287,109519.0,1.2320254567913211,1.1396027186726332
test-669.points,135943.08094719105,106698.0,1.2740921193198658,1.228862988584905
test-670.points,139885.25380616414,110811.0,1.26237696443642,1.2432106375628589
test-671.points,130294.489626556,107582.5,1.2111123056868542,1.406085204348773
test-672.points,140621.4798950005,111943.0,1.2561882377192009,1.1584863858545498
test-673.points,136128.10564542748,111698.5,1.2187102391296882,1.1388575748287901
test-674.points,139596.93762376238,109750.5,1.2719480788129656,1.1737354812892995
test-675.points,133878.5478756475,104818.0,1.277247685279699,1.1851416748998471
test-676.points,134159.71569694416,107541.5,1.2475157562145234,1.2981574728323158
test-677.points,131457.68145606722,105721.5,1.2434337524161805,1.178569027597497
test-678.points,136984.49258836947,109127.5,1.2552701435327436,1.4024021491742003
test-679.points,138157.26863084917,109525.5,1.2614164612884595,1.145149779634346
test-680.points,138762.37594185854,109532.5,1.2668603012061126,1.3519115178239163
test-681.points,134173.12437039884,107326.5,1.2501397545843649,1.229262406104389
test-682.points,133821.22819913118,106532.0,1.2561599162611345,1.1673958155660757
test-683.points,137296.5904566489,109500.5,1.2538444158396438,1.2448524014137314
test-684.points,140642.801864512,110710.0,1.2703712570184447,1.3058446781252462
test-685.points,135687.88142066053,110905.0,1.2234604519242642,1.1817181239817371
test-686.points,135257.42750507098,109473.0,1.235532300248198,1.207965581483086
test-687.points,128575.05665236048,105594.0,1.2176360082235778,1.2299801524328642
test-688.points,134857.41176470584,106529.0,1.2659220659604975,1.183985668013277
test-689.points,137998.2487309645,112339.5,1.2284036223319892,1.2424535190480115
test-690.points,138500.6965517242,108514.5,1.2763335457632317,1.1267278983700428
test-691.points,135515.77258426964,110710.0,1.224060812792608,1.1391524861862008
test-692.points,132542.2099458428,108172.0,1.2252912948437933,1.1936631319633006
test-693.points,140949.13285198546,111473.0,1.2644239668079755,1.2502025107055752
test-694.points,140215.8071371926,111962.5,1.2523461617701694,1.161644987312518
test-695.points,137441.6939223822,111438.5,1.233341205439612,1.18454021825636
test-696.points,138042.95536519375,108474.0,1.2725902554086117,1.1844202937142527
test-697.points,141588.064155817,114502.0,1.2365553803061693,1.0820636685011673
test-698.points,139184.37018365134,110070.0,1.2645077694526332,1.1262579845459042
test-699.points,137943.08531427736,107094.0,1.2880561498709298,1.164336602861505
test-700.points,143446.40979425266,112785.5,1.2718515216428765,1.1902561116832473
test-701.points,138731.32584269665,109372.5,1.2684296860974802,1.1841109048098546
test-702.points,139274.01753905177,109026.0,1.2774385700571587,1.1686701218961644
test-703.points,140845.92111324376,110692.0,1.2724128312185503,1.2897034019087132
test-704.points,140496.73275488062,112017.0,1.2542447374494998,1.1331283754214632
test-705.points,136326.60118826586,110563.0,1.2330219077653994,1.2603522127729
test-706.points,136903.06059009477,109330.0,1.2522003163824638,1.1923467537772872
test-707.points,136563.26076618233,105911.0,1.2894152709934033,1.3196706333048975
test-708.points,144273.02919708024,113770.0,1.2681113579773247,1.1875747830297128
test-709.points,140834.39247393075,112819.0,1.2483215812401347,1.192927273011737
test-710.points,136232.1354641277,108286.5,1.2580712781752823,1.1593440044407208
test-711.points,134466.60435643562,108095.0,1.2439669212862354,1.1701456902538476
test-712.points,140823.68543644084,110464.5,1.274832054066608,1.1790690339930867
test-713.points,135904.72210065636,108891.5,1.2480746623993275,1.2184521562236876
test-714.points,139136.27388838833,108614.0,1.2810160190066504,1.1743266255415388
test-715.points,139453.25367555438,111309.5,1.2528423330942497,1.237983365171043
test-716.points,131598.1944537252,105850.0,1.2432517189770922,1.2021679736918922
test-717.points,135316.70647219685,105201.5,1.286262139534102,1.33687250956832
test-718.points,135000.24048118302,111272.0,1.2132453850131482,1.3232112203023716
test-719.points,138572.48020565548,110781.0,1.2508686526178268,1.181141672728336
test-720.points,135556.26556109588,106801.5,1.2692355965140554,1.2062419322933162
test-721.points,128029.93660377349,103290.5,1.239513184695335,1.1987642576485018
test-722.points,136878.85253866707,107589.0,1.2722383565110473,1.115347825243011
test-723.points,133523.37732997484,106927.5,1.2487281319583348,1.2239252718204083
test-724.points,141416.17735975815,111275.5,1.2708653509510912,1.1160199791676448
test-725.points,128971.99249975322,105920.5,1.2176301329747614,1.1635360823054781
test-726.points,132846.73051731053,104910.5,1.2662863156434345,1.129293629185956
test-727.points,139013.7578107183,108601.5,1.28003533846879,1.3877944613147544
test-728.points,138181.8470141525,108553.5,1.2729377405072384,1.1680928636719707
test-729.points,138729.43049238675,106701.5,1.3001638261166595,1.3135660866638874
test-730.points,138297.5,110990.5,1.2460300656362482,1.2228332080863293
test-731.points,133096.6416203853,104027.5,1.2794370875046048,1.3788034147075607
test-732.points,134590.50554645446,109882.0,1.2248639954355987,1.188820990524545
test-733.points,141092.43333645636,111285.5,1.267842021974618,1.2618819806202919
test-734.points,134769.63974763406,107382.5,1.2550428584511821,1.1995294036386375
test-735.points,134744.12489728842,105668.5,1.27515886851132,1.2306889018745621
test-736.points,142601.00487804864,111947.0,1.273826050524343,1.2158234677067556
test-737.points,139355.9265873769,110584.0,1.2601816409912545,1.1887665729442716
test-738.points,133625.93554908855,108520.5,1.2313427928279777,1.1723944109541586
test-739.points,130285.58064100915,104621.0,1.2453100299271576,1.1942302902638429
test-740.points,132566.747902582,107151.5,1.237189847109765,1.2725873017643519
test-741.points,140223.28150134048,112248.0,1.2492274383627369,1.1091530377208894
test-742.points,129384.83730428842,103742.5,1.2471729262769686,1.2438411563185623
test-743.points,141736.35204644885,112960.5,1.2547426051270032,1.2397081931472662
test-744.points,134449.8451170046,105737.0,1.2715496478716493,1.1979986502671236
test-745.points,141184.3156208702,113526.5,1.2436243134499012,1.2237240642092728
test-746.points,139175.20281359908,112478.0,1.237354885520716,1.2399683090888984
test-747.points,137888.78048780485,110055.0,1.2529079141138961,1.2288392656651106
test-748.points,141032.2337430796,111590.5,1.2638372777528517,1.2247665694640328
test-749.points,143973.6786885246,111710.5,1.288810619310849,1.2403050518623966
test-750.points,140469.31966959208,111684.0,1.2577389748718892,1.1294464315268613
test-751.points,136610.6259634888,108302.0,1.2613859943813484,1.269334198825992
test-752.points,140478.93436838393,111721.5,1.257402866667418,1.1634130847585868
test-753.points,144643.47770016117,114512.5,1.2631239183509326,1.1313324594002976
test-754.points,135054.27726432527,104893.0,1.287543279955052,1.2540929856299017
test-755.points,140568.4513602638,112446.0,1.25009739217281,1.135455264672641
test-756.points,141017.4622441778,112503.0,1.2534551278115054,1.2055074440991258
test-757.points,137740.04376367616,109173.0,1.2616676629173529,1.2003127883274063
test-758.points,134421.7668408551,106129.5,1.266582494413477,1.2648589139058117
test-759.points,139985.13635134595,110079.5,1.2716730758347008,1.2265533813849154
test-760.points,137683.1303626943,109727.0,1.2547789547029837,1.3335391237758187
test-761.points,138447.74524647096,109069.5,1.269353442038984,1.187242498724946
test-762.points,140836.8274132887,112009.5,1.257365021835547,1.2488529688446948
test-763.points,138177.2717813383,109615.5,1.2605632577631658,1.1490623324411027
